detection_id,frame,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
3053,RCNHSha_20250515_001047_IMG8,1587,1259,332,148,49,49,Detritus / Unsharp Organisms,confirmed
5621,RCNHSha_20250516_031002_IMG5,1884,701,79,185,49,49,Detritus / Unsharp Organisms,confirmed
9079,RCNHSha_20250922_072118_IMG7,1240,1839,53,47,49,49,Detritus / Unsharp Organisms,confirmed
6398,RCNHSha_20250520_031016_IMG6,1353,1809,103,95,49,49,Detritus / Unsharp Organisms,confirmed
4875,RCNHSha_20250516_001016_IMG6,2538,364,266,160,49,49,Detritus / Unsharp Organisms,confirmed
5141,RCNHSha_20250516_004030_IMG7,2316,1111,173,148,49,49,Detritus / Unsharp Organisms,confirmed
1783,RCNHSha_20250513_031016_IMG6,2507,1793,151,167,49,49,Detritus / Unsharp Organisms,confirmed
3281,RCNHSha_20250515_010917_IMG2,1717,1544,92,95,49,49,Detritus / Unsharp Organisms,confirmed
2775,RCNHSha_20250515_000932_IMG3,1252,944,222,380,49,49,Detritus / Unsharp Organisms,confirmed
6571,RCNHSha_20250921_222029_IMG4,2622,657,97,107,49,49,Detritus / Unsharp Organisms,confirmed
4593,RCNHSha_20250516_000901_IMG1,1209,2381,57,48,49,49,Detritus / Unsharp Organisms,confirmed
942,RCNHSha_20250512_020902_IMG1,820,1330,179,202,49,0,Cladoceramorpha,relabelled
392,RCNHSha_20250511_021016_IMG6,1912,966,84,90,49,49,Detritus / Unsharp Organisms,confirmed
6355,RCNHSha_20250520_031001_IMG5,2106,2570,257,225,49,49,Detritus / Unsharp Organisms,confirmed
1935,RCNHSha_20250513_040932_IMG3,2777,1328,98,151,49,49,Detritus / Unsharp Organisms,confirmed
5131,RCNHSha_20250516_004030_IMG7,2597,798,112,117,49,49,Detritus / Unsharp Organisms,confirmed
5662,RCNHSha_20250516_031002_IMG5,934,1999,367,302,49,49,Detritus / Unsharp Organisms,confirmed
7748,RCNHSha_20250922_005105_IMG7,2191,2824,113,85,49,49,Detritus / Unsharp Organisms,confirmed
3951,RCNHSha_20250515_031017_IMG6,2341,321,118,91,49,49,Detritus / Unsharp Organisms,confirmed
5891,RCNHSha_20250516_041049_IMG8,1319,1476,47,55,49,49,Detritus / Unsharp Organisms,confirmed
2850,RCNHSha_20250515_000932_IMG3,2528,2310,191,164,49,49,Detritus / Unsharp Organisms,confirmed
173,RCNHSha_20250510_020931_IMG3,2510,1572,56,55,49,49,Detritus / Unsharp Organisms,confirmed
236,RCNHSha_20250510_021001_IMG5,2955,1318,49,52,49,49,Detritus / Unsharp Organisms,confirmed
8851,RCNHSha_20250922_062147_IMG10,2580,547,74,77,49,49,Detritus / Unsharp Organisms,confirmed
2706,RCNHSha_20250514_233948_IMG4,1059,1692,276,195,49,49,Detritus / Unsharp Organisms,confirmed
332,RCNHSha_20250511_020901_IMG1,1390,1646,206,195,49,49,Detritus / Unsharp Organisms,confirmed
7428,RCNHSha_20250922_002134_IMG10,1035,1782,86,71,49,49,Detritus / Unsharp Organisms,confirmed
1919,RCNHSha_20250513_040901_IMG1,1438,1549,108,111,49,49,Detritus / Unsharp Organisms,confirmed
2914,RCNHSha_20250515_001032_IMG7,1458,961,184,184,49,49,Detritus / Unsharp Organisms,confirmed
1158,RCNHSha_20250512_233915_IMG2,2102,135,120,80,49,49,Detritus / Unsharp Organisms,confirmed
1607,RCNHSha_20250513_030916_IMG2,2969,2060,193,171,49,49,Detritus / Unsharp Organisms,confirmed
3541,RCNHSha_20250515_013917_IMG2,1659,813,70,54,49,49,Detritus / Unsharp Organisms,confirmed
6945,RCNHSha_20250921_225101_IMG7,1970,507,96,106,49,49,Detritus / Unsharp Organisms,confirmed
24,RCNHSha_20250509_233933_IMG3,2527,1290,189,94,49,0,Cladoceramorpha,relabelled
5642,RCNHSha_20250516_031002_IMG5,2933,1203,246,400,49,49,Detritus / Unsharp Organisms,confirmed
7471,RCNHSha_20250922_002134_IMG10,2478,2813,125,98,49,49,Detritus / Unsharp Organisms,confirmed
2779,RCNHSha_20250515_000932_IMG3,2489,1016,212,198,49,0,Cladoceramorpha,relabelled
1694,RCNHSha_20250513_030931_IMG3,3142,1432,197,179,49,49,Detritus / Unsharp Organisms,confirmed
490,RCNHSha_20250511_044001_IMG5,1909,228,171,121,49,49,Detritus / Unsharp Organisms,confirmed
7228,RCNHSha_20250921_232012_IMG2,1762,1638,80,77,49,49,Detritus / Unsharp Organisms,confirmed
74,RCNHSha_20250509_234048_IMG8,2028,2632,46,97,49,49,Detritus / Unsharp Organisms,confirmed
7110,RCNHSha_20250921_225141_IMG11,1128,524,91,69,49,49,Detritus / Unsharp Organisms,confirmed
7394,RCNHSha_20250922_002134_IMG10,1936,861,40,63,49,49,Detritus / Unsharp Organisms,confirmed
112,RCNHSha_20250510_010900_IMG1,998,1753,47,63,49,49,Detritus / Unsharp Organisms,confirmed
8069,RCNHSha_20250922_052024_IMG2,1517,512,78,59,49,49,Detritus / Unsharp Organisms,confirmed
2981,RCNHSha_20250515_001032_IMG7,2318,2072,257,360,49,49,Detritus / Unsharp Organisms,confirmed
7642,RCNHSha_20250922_005045_IMG5,2248,2472,80,74,49,49,Detritus / Unsharp Organisms,confirmed
12,RCNHSha_20250509_233933_IMG3,2206,445,45,47,49,49,Detritus / Unsharp Organisms,confirmed
9103,RCNHSha_20250922_072118_IMG7,1743,2613,88,86,49,49,Detritus / Unsharp Organisms,confirmed
713,RCNHSha_20250512_001032_IMG7,2346,2515,74,61,49,49,Detritus / Unsharp Organisms,confirmed
5802,RCNHSha_20250516_041002_IMG5,3031,2029,95,98,49,49,Detritus / Unsharp Organisms,confirmed
6508,RCNHSha_20250921_222019_IMG3,1735,1339,63,54,49,49,Detritus / Unsharp Organisms,confirmed
1501,RCNHSha_20250513_024032_IMG7,1100,1780,54,80,49,49,Detritus / Unsharp Organisms,confirmed
653,RCNHSha_20250511_234031_IMG7,2300,1640,80,70,49,49,Detritus / Unsharp Organisms,confirmed
4756,RCNHSha_20250516_001002_IMG5,2158,782,55,54,49,49,Detritus / Unsharp Organisms,confirmed
9268,RCNHSha_20250922_075109_IMG6,1506,2219,47,52,49,49,Detritus / Unsharp Organisms,confirmed
1851,RCNHSha_20250513_031031_IMG7,735,1715,185,175,49,49,Detritus / Unsharp Organisms,confirmed
1125,RCNHSha_20250512_053900_IMG1,2211,2666,65,103,49,49,Detritus / Unsharp Organisms,confirmed
8220,RCNHSha_20250922_055035_IMG3,2511,2702,154,69,49,49,Detritus / Unsharp Organisms,confirmed
1681,RCNHSha_20250513_030931_IMG3,2449,1247,206,150,49,49,Detritus / Unsharp Organisms,confirmed
4646,RCNHSha_20250516_000947_IMG4,1164,943,84,101,49,49,Detritus / Unsharp Organisms,confirmed
7759,RCNHSha_20250922_005145_IMG11,2439,504,119,120,49,49,Detritus / Unsharp Organisms,confirmed
801,RCNHSha_20250512_011034_IMG7,1153,935,89,89,49,49,Detritus / Unsharp Organisms,confirmed
2454,RCNHSha_20250514_030947_IMG4,1376,1514,120,149,49,49,Detritus / Unsharp Organisms,confirmed
7076,RCNHSha_20250921_225111_IMG8,1683,1898,47,45,49,49,Detritus / Unsharp Organisms,confirmed
8945,RCNHSha_20250922_065047_IMG4,2780,708,85,90,49,49,Detritus / Unsharp Organisms,confirmed
523,RCNHSha_20250511_044016_IMG6,2060,1237,140,115,49,0,Cladoceramorpha,relabelled
1053,RCNHSha_20250512_031003_IMG5,2493,194,67,120,49,49,Detritus / Unsharp Organisms,confirmed
7212,RCNHSha_20250921_232012_IMG2,2646,1302,126,101,49,49,Detritus / Unsharp Organisms,confirmed
5007,RCNHSha_20250516_001016_IMG6,2334,2550,134,207,49,49,Detritus / Unsharp Organisms,confirmed
2143,RCNHSha_20250513_234016_IMG6,2142,1500,83,110,49,49,Detritus / Unsharp Organisms,confirmed
3574,RCNHSha_20250515_013917_IMG2,1921,2416,67,69,49,49,Detritus / Unsharp Organisms,confirmed
9540,RCNHSha_20250922_202225_IMG11,1347,1410,54,49,49,49,Detritus / Unsharp Organisms,confirmed
1422,RCNHSha_20250513_014047_IMG8,2106,819,177,186,49,49,Detritus / Unsharp Organisms,confirmed
4997,RCNHSha_20250516_001016_IMG6,2418,2261,60,55,49,49,Detritus / Unsharp Organisms,confirmed
372,RCNHSha_20250511_020946_IMG4,1904,1339,46,44,49,49,Detritus / Unsharp Organisms,confirmed
2893,RCNHSha_20250515_001032_IMG7,2628,577,255,176,49,50,Copepoda,relabelled
5798,RCNHSha_20250516_041002_IMG5,2282,1879,57,69,49,49,Detritus / Unsharp Organisms,confirmed
5961,RCNHSha_20250516_044031_IMG7,2252,2373,167,161,49,49,Detritus / Unsharp Organisms,confirmed
8093,RCNHSha_20250922_052024_IMG2,2711,1269,50,46,49,49,Detritus / Unsharp Organisms,confirmed
1101,RCNHSha_20250512_041033_IMG7,3173,1762,56,46,49,49,Detritus / Unsharp Organisms,confirmed
7529,RCNHSha_20250922_005035_IMG4,2934,1823,64,59,49,49,Detritus / Unsharp Organisms,confirmed
6524,RCNHSha_20250921_222019_IMG3,886,1814,352,176,49,1003,Leptodora kindtii,relabelled
4359,RCNHSha_20250515_234002_IMG5,2440,2303,56,90,49,49,Detritus / Unsharp Organisms,confirmed
1052,RCNHSha_20250512_031003_IMG5,1779,129,172,168,49,49,Detritus / Unsharp Organisms,confirmed
9335,RCNHSha_20250922_075129_IMG8,2513,1790,70,69,49,49,Detritus / Unsharp Organisms,confirmed
272,RCNHSha_20250510_234001_IMG5,1029,2061,42,64,49,49,Detritus / Unsharp Organisms,confirmed
451,RCNHSha_20250511_021031_IMG7,2287,1829,97,58,49,49,Detritus / Unsharp Organisms,confirmed
8864,RCNHSha_20250922_062147_IMG10,1178,955,69,66,49,49,Detritus / Unsharp Organisms,confirmed
4809,RCNHSha_20250516_001002_IMG5,1685,1607,72,100,49,49,Detritus / Unsharp Organisms,confirmed
2747,RCNHSha_20250515_000932_IMG3,1198,441,359,197,49,49,Detritus / Unsharp Organisms,confirmed
434,RCNHSha_20250511_021031_IMG7,689,1115,241,181,49,0,Cladoceramorpha,relabelled
4820,RCNHSha_20250516_001002_IMG5,2561,1825,52,43,49,49,Detritus / Unsharp Organisms,confirmed
8348,RCNHSha_20250922_055125_IMG8,870,1499,92,49,49,49,Detritus / Unsharp Organisms,confirmed
6960,RCNHSha_20250921_225101_IMG7,2940,896,77,36,49,49,Detritus / Unsharp Organisms,confirmed
2846,RCNHSha_20250515_000932_IMG3,1034,2229,71,107,49,49,Detritus / Unsharp Organisms,confirmed
31,RCNHSha_20250509_233933_IMG3,2010,1524,48,56,49,49,Detritus / Unsharp Organisms,confirmed
7694,RCNHSha_20250922_005105_IMG7,1352,1420,44,45,49,49,Detritus / Unsharp Organisms,confirmed
6947,RCNHSha_20250921_225101_IMG7,1374,569,70,63,49,49,Detritus / Unsharp Organisms,confirmed
2766,RCNHSha_20250515_000932_IMG3,873,804,158,68,49,49,Detritus / Unsharp Organisms,confirmed
4548,RCNHSha_20250516_000901_IMG1,1215,1844,70,41,49,49,Detritus / Unsharp Organisms,confirmed
71,RCNHSha_20250509_234048_IMG8,2786,2297,98,59,49,49,Detritus / Unsharp Organisms,confirmed
4532,RCNHSha_20250516_000901_IMG1,2306,1656,67,76,49,49,Detritus / Unsharp Organisms,confirmed
5610,RCNHSha_20250516_031002_IMG5,1094,441,323,262,49,49,Detritus / Unsharp Organisms,confirmed
7313,RCNHSha_20250921_232102_IMG7,1015,1546,196,126,49,49,Detritus / Unsharp Organisms,confirmed
1567,RCNHSha_20250513_030916_IMG2,2462,1216,289,272,49,49,Detritus / Unsharp Organisms,confirmed
8885,RCNHSha_20250922_062147_IMG10,1508,1690,64,66,49,49,Detritus / Unsharp Organisms,confirmed
9328,RCNHSha_20250922_075129_IMG8,1525,1706,56,56,49,49,Detritus / Unsharp Organisms,confirmed
2032,RCNHSha_20250513_043932_IMG3,745,1099,102,115,49,49,Detritus / Unsharp Organisms,confirmed
6477,RCNHSha_20250520_031046_IMG8,2109,2569,260,223,49,49,Detritus / Unsharp Organisms,confirmed
1427,RCNHSha_20250513_014047_IMG8,2912,1185,62,76,49,49,Detritus / Unsharp Organisms,confirmed
6559,RCNHSha_20250921_222019_IMG3,2043,2725,57,40,49,49,Detritus / Unsharp Organisms,confirmed
3102,RCNHSha_20250515_001047_IMG8,2285,2697,250,112,49,50,Copepoda,relabelled
2356,RCNHSha_20250514_024101_IMG9,1417,494,71,66,49,49,Detritus / Unsharp Organisms,confirmed
2987,RCNHSha_20250515_001032_IMG7,1325,2328,48,47,49,49,Detritus / Unsharp Organisms,confirmed
4450,RCNHSha_20250516_000901_IMG1,1206,726,56,60,49,49,Detritus / Unsharp Organisms,confirmed
7209,RCNHSha_20250921_232012_IMG2,2800,1141,109,89,49,49,Detritus / Unsharp Organisms,confirmed
788,RCNHSha_20250512_011034_IMG7,1097,766,69,49,49,49,Detritus / Unsharp Organisms,confirmed
2767,RCNHSha_20250515_000932_IMG3,2443,816,89,148,49,50,Copepoda,relabelled
5810,RCNHSha_20250516_041002_IMG5,2307,2407,110,132,49,49,Detritus / Unsharp Organisms,confirmed
5107,RCNHSha_20250516_003930_IMG3,1079,2457,144,112,49,49,Detritus / Unsharp Organisms,confirmed
2699,RCNHSha_20250514_233948_IMG4,1532,1488,59,54,49,49,Detritus / Unsharp Organisms,confirmed
5005,RCNHSha_20250516_001016_IMG6,2402,2468,66,70,49,49,Detritus / Unsharp Organisms,confirmed
8782,RCNHSha_20250922_062127_IMG8,1177,949,67,71,49,49,Detritus / Unsharp Organisms,confirmed
6502,RCNHSha_20250921_222019_IMG3,1289,960,80,54,49,49,Detritus / Unsharp Organisms,confirmed
2684,RCNHSha_20250514_233948_IMG4,2723,1012,160,200,49,49,Detritus / Unsharp Organisms,confirmed
8468,RCNHSha_20250922_055135_IMG9,1904,2124,44,52,49,49,Detritus / Unsharp Organisms,confirmed
174,RCNHSha_20250510_020931_IMG3,1466,1627,48,52,49,49,Detritus / Unsharp Organisms,confirmed
6778,RCNHSha_20250921_225041_IMG5,1537,693,50,51,49,49,Detritus / Unsharp Organisms,confirmed
4610,RCNHSha_20250516_000901_IMG1,1821,2643,86,73,49,49,Detritus / Unsharp Organisms,confirmed
1375,RCNHSha_20250513_013947_IMG4,1696,202,290,156,49,49,Detritus / Unsharp Organisms,confirmed
7924,RCNHSha_20250922_045113_IMG7,3034,790,143,137,49,49,Detritus / Unsharp Organisms,confirmed
886,RCNHSha_20250512_011034_IMG7,3287,1971,56,42,49,49,Detritus / Unsharp Organisms,confirmed
8578,RCNHSha_20250922_062017_IMG1,2022,2789,54,57,49,49,Detritus / Unsharp Organisms,confirmed
7300,RCNHSha_20250921_232102_IMG7,1531,1061,56,30,49,49,Detritus / Unsharp Organisms,confirmed
2512,RCNHSha_20250514_044002_IMG5,1444,1579,67,83,49,49,Detritus / Unsharp Organisms,confirmed
1663,RCNHSha_20250513_030931_IMG3,2067,852,97,78,49,49,Detritus / Unsharp Organisms,confirmed
1758,RCNHSha_20250513_031016_IMG6,2062,1089,222,191,49,49,Detritus / Unsharp Organisms,confirmed
1784,RCNHSha_20250513_031016_IMG6,1061,1815,56,58,49,49,Detritus / Unsharp Organisms,confirmed
5964,RCNHSha_20250516_044031_IMG7,2289,2577,108,99,49,49,Detritus / Unsharp Organisms,confirmed
7102,RCNHSha_20250921_225141_IMG11,1275,286,76,75,49,49,Detritus / Unsharp Organisms,confirmed
868,RCNHSha_20250512_011034_IMG7,1062,1766,76,126,49,49,Detritus / Unsharp Organisms,confirmed
1210,RCNHSha_20250513_003900_IMG1,2460,398,285,146,49,50,Copepoda,relabelled
8694,RCNHSha_20250922_062107_IMG6,1179,948,68,74,49,49,Detritus / Unsharp Organisms,confirmed
8977,RCNHSha_20250922_065047_IMG4,2709,1693,65,77,49,49,Detritus / Unsharp Organisms,confirmed
4989,RCNHSha_20250516_001016_IMG6,2452,2160,55,50,49,49,Detritus / Unsharp Organisms,confirmed
6999,RCNHSha_20250921_225101_IMG7,1298,1995,56,89,49,49,Detritus / Unsharp Organisms,confirmed
499,RCNHSha_20250511_044001_IMG5,1164,1343,71,76,49,49,Detritus / Unsharp Organisms,confirmed
7938,RCNHSha_20250922_045113_IMG7,836,1290,50,56,49,49,Detritus / Unsharp Organisms,confirmed
3588,RCNHSha_20250515_013932_IMG3,1962,418,50,51,49,49,Detritus / Unsharp Organisms,confirmed
9431,RCNHSha_20250922_202115_IMG4,2520,2586,50,57,49,49,Detritus / Unsharp Organisms,confirmed
8943,RCNHSha_20250922_065047_IMG4,1337,653,59,45,49,49,Detritus / Unsharp Organisms,confirmed
5665,RCNHSha_20250516_031002_IMG5,3050,2074,133,38,49,49,Detritus / Unsharp Organisms,confirmed
6990,RCNHSha_20250921_225101_IMG7,3186,1818,42,53,49,49,Detritus / Unsharp Organisms,confirmed
5653,RCNHSha_20250516_031002_IMG5,1315,1617,66,48,49,49,Detritus / Unsharp Organisms,confirmed
1625,RCNHSha_20250513_030916_IMG2,2658,2475,142,124,49,49,Detritus / Unsharp Organisms,confirmed
7325,RCNHSha_20250921_232102_IMG7,1854,1741,71,66,49,49,Detritus / Unsharp Organisms,confirmed
844,RCNHSha_20250512_011034_IMG7,3203,1556,61,49,49,49,Detritus / Unsharp Organisms,confirmed
1312,RCNHSha_20250513_003931_IMG3,2254,1595,211,202,49,49,Detritus / Unsharp Organisms,confirmed
5436,RCNHSha_20250516_013945_IMG4,2356,1223,56,66,49,49,Detritus / Unsharp Organisms,confirmed
189,RCNHSha_20250510_020947_IMG4,2624,473,38,97,49,49,Detritus / Unsharp Organisms,confirmed
1996,RCNHSha_20250513_043901_IMG1,2167,1176,61,44,49,49,Detritus / Unsharp Organisms,confirmed
2145,RCNHSha_20250513_234016_IMG6,1396,1565,101,96,49,49,Detritus / Unsharp Organisms,confirmed
4629,RCNHSha_20250516_000947_IMG4,1801,502,107,71,49,49,Detritus / Unsharp Organisms,confirmed
6598,RCNHSha_20250921_222029_IMG4,1502,1618,80,55,49,49,Detritus / Unsharp Organisms,confirmed
9082,RCNHSha_20250922_072118_IMG7,2988,1885,51,54,49,49,Detritus / Unsharp Organisms,confirmed
2401,RCNHSha_20250514_024101_IMG9,1234,2450,95,72,49,49,Detritus / Unsharp Organisms,confirmed
2378,RCNHSha_20250514_024101_IMG9,2396,1552,54,46,49,49,Detritus / Unsharp Organisms,confirmed
1216,RCNHSha_20250513_003900_IMG1,2769,640,284,205,49,50,Copepoda,relabelled
6624,RCNHSha_20250921_222029_IMG4,2373,2167,62,57,49,49,Detritus / Unsharp Organisms,confirmed
2707,RCNHSha_20250514_233948_IMG4,2858,1728,73,78,49,49,Detritus / Unsharp Organisms,confirmed
1462,RCNHSha_20250513_023901_IMG1,1972,323,42,149,49,49,Detritus / Unsharp Organisms,confirmed
897,RCNHSha_20250512_011034_IMG7,1252,2089,193,196,49,50,Copepoda,relabelled
8070,RCNHSha_20250922_052024_IMG2,1429,569,49,50,49,49,Detritus / Unsharp Organisms,confirmed
1410,RCNHSha_20250513_014047_IMG8,2437,176,142,137,49,49,Detritus / Unsharp Organisms,confirmed
7652,RCNHSha_20250922_005105_IMG7,2134,179,72,96,49,49,Detritus / Unsharp Organisms,confirmed
7259,RCNHSha_20250921_232012_IMG2,1506,2807,80,112,49,49,Detritus / Unsharp Organisms,confirmed
4437,RCNHSha_20250516_000901_IMG1,2380,524,70,59,49,49,Detritus / Unsharp Organisms,confirmed
579,RCNHSha_20250511_233901_IMG1,2533,179,86,79,49,49,Detritus / Unsharp Organisms,confirmed
970,RCNHSha_20250512_021047_IMG8,1234,417,175,139,49,49,Detritus / Unsharp Organisms,confirmed
521,RCNHSha_20250511_044016_IMG6,2670,897,127,75,49,49,Detritus / Unsharp Organisms,confirmed
4566,RCNHSha_20250516_000901_IMG1,3074,2040,136,82,49,49,Detritus / Unsharp Organisms,confirmed
8605,RCNHSha_20250922_062047_IMG4,1180,941,63,81,49,49,Detritus / Unsharp Organisms,confirmed
352,RCNHSha_20250511_020931_IMG3,672,1580,193,151,49,49,Detritus / Unsharp Organisms,confirmed
9381,RCNHSha_20250922_202115_IMG4,1224,713,72,64,49,49,Detritus / Unsharp Organisms,confirmed
4483,RCNHSha_20250516_000901_IMG1,3184,1085,71,86,49,49,Detritus / Unsharp Organisms,confirmed
3379,RCNHSha_20250515_010947_IMG4,1691,1513,108,91,49,49,Detritus / Unsharp Organisms,confirmed
8121,RCNHSha_20250922_052024_IMG2,3121,2098,75,69,49,49,Detritus / Unsharp Organisms,confirmed
1143,RCNHSha_20250512_054030_IMG7,2957,2168,70,68,49,49,Detritus / Unsharp Organisms,confirmed
794,RCNHSha_20250512_011034_IMG7,1163,842,98,84,49,49,Detritus / Unsharp Organisms,confirmed
722,RCNHSha_20250512_001048_IMG8,1375,2621,83,63,49,49,Detritus / Unsharp Organisms,confirmed
7553,RCNHSha_20250922_005035_IMG4,2121,2415,111,65,49,49,Detritus / Unsharp Organisms,confirmed
7926,RCNHSha_20250922_045113_IMG7,2708,803,106,83,49,49,Detritus / Unsharp Organisms,confirmed
6885,RCNHSha_20250921_225051_IMG6,1065,1427,87,78,49,49,Detritus / Unsharp Organisms,confirmed
791,RCNHSha_20250512_011034_IMG7,2136,820,111,119,49,49,Detritus / Unsharp Organisms,confirmed
769,RCNHSha_20250512_011034_IMG7,2272,425,67,78,49,49,Detritus / Unsharp Organisms,confirmed
810,RCNHSha_20250512_011034_IMG7,2803,1081,249,252,49,50,Copepoda,relabelled
5623,RCNHSha_20250516_031002_IMG5,2039,759,59,71,49,49,Detritus / Unsharp Organisms,confirmed
7420,RCNHSha_20250922_002134_IMG10,1049,1595,493,466,49,1003,Leptodora kindtii,relabelled
86,RCNHSha_20250510_000917_IMG2,1689,1687,57,48,49,49,Detritus / Unsharp Organisms,confirmed
6964,RCNHSha_20250921_225101_IMG7,2903,939,90,57,49,49,Detritus / Unsharp Organisms,confirmed
8228,RCNHSha_20250922_055055_IMG5,2578,269,89,78,49,49,Detritus / Unsharp Organisms,confirmed
102,RCNHSha_20250510_004101_IMG9,2324,374,66,138,49,50,Copepoda,relabelled
1968,RCNHSha_20250513_041101_IMG9,1899,701,60,46,49,49,Detritus / Unsharp Organisms,confirmed
4343,RCNHSha_20250515_234002_IMG5,2708,1454,53,52,49,49,Detritus / Unsharp Organisms,confirmed
9234,RCNHSha_20250922_075109_IMG6,2652,1303,73,59,49,49,Detritus / Unsharp Organisms,confirmed
814,RCNHSha_20250512_011034_IMG7,2072,1146,59,45,49,49,Detritus / Unsharp Organisms,confirmed
6818,RCNHSha_20250921_225041_IMG5,2990,1900,156,92,49,49,Detritus / Unsharp Organisms,confirmed
2886,RCNHSha_20250515_001032_IMG7,2959,481,94,121,49,49,Detritus / Unsharp Organisms,confirmed
2010,RCNHSha_20250513_043901_IMG1,1098,1790,48,74,49,49,Detritus / Unsharp Organisms,confirmed
9119,RCNHSha_20250922_072208_IMG12,2449,572,58,50,49,49,Detritus / Unsharp Organisms,confirmed
609,RCNHSha_20250511_233901_IMG1,888,1702,52,52,49,49,Detritus / Unsharp Organisms,confirmed
4006,RCNHSha_20250515_033932_IMG3,1061,925,90,110,49,49,Detritus / Unsharp Organisms,confirmed
1187,RCNHSha_20250513_001017_IMG6,2048,729,89,92,49,49,Detritus / Unsharp Organisms,confirmed
3822,RCNHSha_20250515_023917_IMG2,1451,2167,51,79,49,49,Detritus / Unsharp Organisms,confirmed
7617,RCNHSha_20250922_005045_IMG5,2934,1831,64,50,49,49,Detritus / Unsharp Organisms,confirmed
5616,RCNHSha_20250516_031002_IMG5,1971,635,94,89,49,49,Detritus / Unsharp Organisms,confirmed
2366,RCNHSha_20250514_024101_IMG9,3178,1057,68,69,49,49,Detritus / Unsharp Organisms,confirmed
9212,RCNHSha_20250922_075109_IMG6,2779,693,49,61,49,49,Detritus / Unsharp Organisms,confirmed
603,RCNHSha_20250511_233901_IMG1,2917,1362,261,160,49,50,Copepoda,relabelled
4524,RCNHSha_20250516_000901_IMG1,3144,1548,81,49,49,49,Detritus / Unsharp Organisms,confirmed
2372,RCNHSha_20250514_024101_IMG9,1352,1228,65,67,49,49,Detritus / Unsharp Organisms,confirmed
2358,RCNHSha_20250514_024101_IMG9,1577,697,64,63,49,49,Detritus / Unsharp Organisms,confirmed
2007,RCNHSha_20250513_043901_IMG1,2089,1758,280,273,49,49,Detritus / Unsharp Organisms,confirmed
5288,RCNHSha_20250516_011015_IMG6,1489,187,177,217,49,49,Detritus / Unsharp Organisms,confirmed
5323,RCNHSha_20250516_011015_IMG6,2996,1017,61,79,49,49,Detritus / Unsharp Organisms,confirmed
8596,RCNHSha_20250922_062047_IMG4,2883,608,60,82,49,49,Detritus / Unsharp Organisms,confirmed
4657,RCNHSha_20250516_000947_IMG4,1880,1192,59,62,49,49,Detritus / Unsharp Organisms,confirmed
3400,RCNHSha_20250515_010947_IMG4,2275,2458,75,47,49,49,Detritus / Unsharp Organisms,confirmed
4477,RCNHSha_20250516_000901_IMG1,2064,1060,74,66,49,49,Detritus / Unsharp Organisms,confirmed
1183,RCNHSha_20250513_001017_IMG6,1894,119,100,106,49,49,Detritus / Unsharp Organisms,confirmed
4306,RCNHSha_20250515_054049_IMG8,1469,2222,79,77,49,49,Detritus / Unsharp Organisms,confirmed
5161,RCNHSha_20250516_004030_IMG7,2410,1593,48,60,49,49,Detritus / Unsharp Organisms,confirmed
6148,RCNHSha_20250518_044100_IMG9,2065,2109,58,58,49,49,Detritus / Unsharp Organisms,confirmed
4567,RCNHSha_20250516_000901_IMG1,861,2066,80,81,49,49,Detritus / Unsharp Organisms,confirmed
591,RCNHSha_20250511_233901_IMG1,1931,974,51,52,49,49,Detritus / Unsharp Organisms,confirmed
3570,RCNHSha_20250515_013917_IMG2,1499,2253,88,50,49,49,Detritus / Unsharp Organisms,confirmed
3836,RCNHSha_20250515_023917_IMG2,1654,2694,46,80,49,49,Detritus / Unsharp Organisms,confirmed
8509,RCNHSha_20250922_062017_IMG1,2893,708,63,64,49,49,Detritus / Unsharp Organisms,confirmed
9042,RCNHSha_20250922_072118_IMG7,1228,728,57,54,49,49,Detritus / Unsharp Organisms,confirmed
1311,RCNHSha_20250513_003931_IMG3,1165,1564,228,178,49,50,Copepoda,relabelled
6491,RCNHSha_20250921_222019_IMG3,2543,672,81,124,49,49,Detritus / Unsharp Organisms,confirmed
1507,RCNHSha_20250513_024032_IMG7,1222,2523,90,50,49,49,Detritus / Unsharp Organisms,confirmed
471,RCNHSha_20250511_023947_IMG4,1348,2222,59,52,49,49,Detritus / Unsharp Organisms,confirmed
38,RCNHSha_20250509_233933_IMG3,2109,1937,54,57,49,49,Detritus / Unsharp Organisms,confirmed
1024,RCNHSha_20250512_023933_IMG3,1475,1590,30,82,49,49,Detritus / Unsharp Organisms,confirmed
5606,RCNHSha_20250516_031002_IMG5,2028,390,339,710,49,49,Detritus / Unsharp Organisms,confirmed
5620,RCNHSha_20250516_031002_IMG5,2785,677,413,354,49,49,Detritus / Unsharp Organisms,confirmed
7786,RCNHSha_20250922_005145_IMG11,674,1392,64,64,49,49,Detritus / Unsharp Organisms,confirmed
5624,RCNHSha_20250516_031002_IMG5,2036,794,280,445,49,49,Detritus / Unsharp Organisms,confirmed
2383,RCNHSha_20250514_024101_IMG9,1362,1697,65,62,49,49,Detritus / Unsharp Organisms,confirmed
3172,RCNHSha_20250515_003932_IMG3,979,1216,61,77,49,49,Detritus / Unsharp Organisms,confirmed
2737,RCNHSha_20250515_000932_IMG3,1543,182,170,132,49,49,Detritus / Unsharp Organisms,confirmed
600,RCNHSha_20250511_233901_IMG1,808,1299,171,333,49,50,Copepoda,relabelled
